"uuid","page_condition","page_id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","age","device","dyslexia","education","gender","language","retake","dyslexia_bin"
"2a29612d-37ba-41fa-b45f-004677aa5908",1,"2-2",6,1,1,1,6,1,6,5,6,6,6,2,1,1,1,6,28,"laptop",0,"graduate school",1,"English",0,0
"2a4a5564-46af-455d-ac9d-673d538c2e7f",1,"3-1",7,2,3,1,4,1,7,4,6,7,7,7,4,3,1,4,52,"desktop",0,"graduate school",0,"English",0,0
"2a4a5564-46af-455d-ac9d-673d538c2e7f",0,"3-2",6,2,5,7,6,7,2,5,2,2,1,1,6,4,1,3,52,"desktop",0,"graduate school",0,"English",0,0
"2baf6ca8-ba5b-45f6-860e-359b139766f2",1,"2-2",4,4,4,5,4,3,3,4,4,4,5,5,2,2,3,3,34,"desktop",2,"professional school",0,"English",0,1
"2baf6ca8-ba5b-45f6-860e-359b139766f2",0,"2-1",3,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,34,"desktop",2,"professional school",0,"English",0,1
"2de720d4-ef3b-4064-9437-2886a4fb5d23",1,"3-2",6,2,3,2,6,1,5,4,5,6,5,6,2,4,2,5,17,"laptop",0,"high school",0,"English",0,0
"2de720d4-ef3b-4064-9437-2886a4fb5d23",0,"3-1",5,6,3,5,5,3,2,4,5,3,2,2,5,3,5,3,17,"laptop",0,"high school",0,"English",0,0
"2e174514-6907-4570-ab73-1d42a3521a95",1,"1-2",7,1,1,1,7,1,7,7,7,7,7,7,1,1,1,7,23,"laptop",0,"graduate school",0,"Finnish",0,0
"2e174514-6907-4570-ab73-1d42a3521a95",0,"1-1",7,1,7,1,7,1,7,7,7,7,7,1,1,1,1,6,23,"laptop",0,"graduate school",0,"Finnish",0,0
"2e1d768a-de6d-4d56-ba2d-acc494ec8687",1,"2-1",6,2,5,1,5,2,6,6,6,6,6,5,3,2,1,4,28,"laptop",0,"college",0,"English",0,0
"2e1d768a-de6d-4d56-ba2d-acc494ec8687",0,"2-2",6,3,5,2,5,4,6,5,5,4,4,3,4,3,3,5,28,"laptop",0,"college",0,"English",0,0
"2e50f9bf-12b7-4271-bed1-a1dff8a126f6",0,"1-2",5,6,3,7,5,7,4,3,5,6,6,5,3,2,3,4,13,"laptop",0,"pre-high school",1,"English",0,0
"2e50f9bf-12b7-4271-bed1-a1dff8a126f6",1,"1-1",5,5,2,6,5,4,5,3,5,6,5,6,3,1,3,5,13,"laptop",0,"pre-high school",1,"English",0,0
"2ee3c271-be10-41d8-b778-9c5d7d5b6e52",0,"1-1",7,1,1,5,6,1,6,7,2,7,7,7,1,1,1,6,32,"laptop",0,"high school",0,"English",0,0
"2ee3c271-be10-41d8-b778-9c5d7d5b6e52",1,"1-2",7,1,1,1,7,1,7,7,7,7,7,7,1,1,1,1,32,"laptop",0,"high school",0,"English",0,0
"2f391d00-fce2-4b0b-9e09-e98753d78adb",1,"3-1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"2f391d00-fce2-4b0b-9e09-e98753d78adb",0,"3-2",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"2fbeb59b-f93e-4073-8132-de082fdbda03",0,"1-1",3,6,1,7,4,1,3,3,5,6,6,6,3,2,6,6,19,"smartphone",1,"college",0,"English",0,1
"2fbeb59b-f93e-4073-8132-de082fdbda03",1,"1-2",1,7,1,7,1,3,2,5,6,3,6,6,6,2,6,6,19,"smartphone",1,"college",0,"English",0,1
"2fbee4a6-4fd6-4fa0-83b2-b180fee815e0",0,"2-1",6,3,4,2,5,3,4,5,5,5,5,5,4,4,4,4,20,"laptop",0,"high school",1,"Chinese",0,0
"2fbee4a6-4fd6-4fa0-83b2-b180fee815e0",1,"2-2",6,2,5,3,4,3,5,5,5,5,5,5,5,5,4,4,20,"laptop",0,"high school",1,"Chinese",0,0
"2fd402f2-0a6a-46bd-9f79-244f46b106f6",1,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2fd402f2-0a6a-46bd-9f79-244f46b106f6",0,"2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30a1bff8-ce7b-4ea8-bfd0-579a06f06269",0,"3-1",6,7,4,3,2,7,2,1,1,1,1,1,1,1,2,1,22,"laptop",0,"college",0,"English",0,0
"30a1bff8-ce7b-4ea8-bfd0-579a06f06269",1,"3-2",4,2,5,4,4,2,4,3,3,4,6,7,2,2,2,4,22,"laptop",0,"college",0,"English",0,0
"30f84640-2830-433d-94f8-24d5a11d93c1",0,"3-2",6,5,5,2,4,2,5,2,4,3,4,2,2,2,2,2,22,"laptop",0,"graduate school",1,"Vietnamese",0,0
"30f84640-2830-433d-94f8-24d5a11d93c1",1,"3-1",6,2,3,1,5,1,7,3,4,6,5,5,1,2,2,2,22,"laptop",0,"graduate school",1,"Vietnamese",0,0
"314782d8-515f-44b4-ba28-8365f8811ae1",0,"3-1",6,6,2,2,5,2,5,4,4,4,4,4,4,3,3,3,42,"smartphone",0,"college",1,"English",0,0
"314782d8-515f-44b4-ba28-8365f8811ae1",1,"3-2",6,2,6,1,6,1,6,6,6,6,6,4,3,3,2,2,42,"smartphone",0,"college",1,"English",0,0
"3208209a-6dbd-4582-ba9a-63a144f479f2",1,"1-1",4,3,3,3,3,2,6,6,6,6,6,6,6,6,6,6,25,"desktop",0,"college",0,"Indonesian",0,0
"3208209a-6dbd-4582-ba9a-63a144f479f2",0,"1-2",4,4,4,3,3,3,3,4,4,5,5,5,5,5,5,5,25,"desktop",0,"college",0,"Indonesian",0,0
"323a09e0-4da8-499c-b80f-5802dbf08cb5",0,"3-1",6,3,6,5,5,2,4,5,5,4,5,3,6,4,4,4,26,"smartphone",1,"college",0,"English",0,1
"323a09e0-4da8-499c-b80f-5802dbf08cb5",1,"3-2",4,5,6,3,6,1,6,5,5,6,7,6,3,3,3,6,26,"smartphone",1,"college",0,"English",0,1
"332f3d22-0b01-4c63-9df3-aed8cc851469",1,"2-2",6,1,5,1,7,1,7,2,2,6,5,5,1,1,1,1,22,"laptop",0,"college",0,"English",0,0
"332f3d22-0b01-4c63-9df3-aed8cc851469",0,"2-1",7,3,7,1,6,2,6,6,6,6,5,5,6,3,3,2,22,"laptop",0,"college",0,"English",0,0
"336708c2-b201-4f59-803b-092eea309d6b",0,"2-1",5,5,3,2,6,1,6,6,5,6,6,3,4,4,6,5,33,"tablet",0,"graduate school",1,"English",0,0
"336708c2-b201-4f59-803b-092eea309d6b",1,"2-2",5,6,6,3,4,1,5,3,4,5,5,NA,5,2,3,3,33,"tablet",0,"graduate school",1,"English",0,0
"3410fc57-2a6f-4350-94d8-800423702f6a",1,"2-1",4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,31,NA,1,"college",0,"English",0,1
"3410fc57-2a6f-4350-94d8-800423702f6a",0,"2-2",4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,1,"college",0,"English",0,1
"345600be-501f-47c7-b3fc-124fccea4b69",1,"1-1",3,5,7,7,4,2,3,4,5,6,5,4,5,3,3,3,20,"laptop",0,"college",1,"Chinese",0,0
"345600be-501f-47c7-b3fc-124fccea4b69",0,"1-2",6,6,7,5,6,5,3,4,3,3,3,4,3,3,3,5,20,"laptop",0,"college",1,"Chinese",0,0
"34604f27-94d7-4af3-9b8d-7c9fa836e7cb",0,"2-2",7,2,2,1,6,1,6,7,6,1,6,4,2,2,1,4,21,"laptop",0,"high school",2,"English",0,0
"34604f27-94d7-4af3-9b8d-7c9fa836e7cb",1,"2-1",6,2,1,1,6,1,6,2,4,6,6,3,1,1,1,5,21,"laptop",0,"high school",2,"English",0,0
"347a69b8-232d-4315-8829-4c6a7374bf6b",0,"3-2",6,2,6,2,4,6,5,2,2,4,2,3,2,2,2,3,19,"laptop",0,"college",1,"English",0,0
"347a69b8-232d-4315-8829-4c6a7374bf6b",1,"3-1",6,2,3,2,5,1,6,6,6,6,6,6,2,2,2,4,19,"laptop",0,"college",1,"English",0,0
"352a4090-79aa-4827-b4b0-f1bffd883940",0,"3-1",6,6,5,2,5,4,3,5,5,5,5,7,6,4,4,5,48,"desktop",0,"graduate school",0,"English",0,0
"352a4090-79aa-4827-b4b0-f1bffd883940",1,"3-2",6,2,7,2,6,2,6,5,5,7,7,6,4,5,3,3,48,"desktop",0,"graduate school",0,"English",0,0
"3657cc44-95b2-45ff-9e4f-a4cd22079a32",1,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"laptop",0,"college",0,"English",0,0
"3657cc44-95b2-45ff-9e4f-a4cd22079a32",0,"2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"laptop",0,"college",0,"English",0,0
"373083c9-9167-4342-aeef-ada22adbfb20",0,"3-2",6,6,5,4,4,7,3,1,1,1,1,1,1,2,5,1,21,"desktop",0,"high school",2,"English",0,0
"373083c9-9167-4342-aeef-ada22adbfb20",1,"3-1",6,2,6,2,6,1,7,6,6,6,6,6,2,2,2,4,21,"desktop",0,"high school",2,"English",0,0
"388d3669-9c70-453c-ad4c-0d18eedac5f9",0,"1-1",6,2,4,2,6,2,7,7,7,7,7,7,7,7,6,3,24,"desktop",0,"graduate school",0,"Other",0,0
"388d3669-9c70-453c-ad4c-0d18eedac5f9",1,"1-2",NA,2,2,NA,3,2,5,6,5,6,6,6,4,5,4,3,24,"desktop",0,"graduate school",0,"Other",0,0
"3979e883-9ca7-4771-a299-0d6a366f1a60",0,"1-1",5,2,3,3,4,2,5,5,5,5,5,4,1,2,1,4,24,"laptop",0,"college",1,"English",0,0
"3979e883-9ca7-4771-a299-0d6a366f1a60",1,"1-2",5,3,3,4,5,2,NA,5,5,5,6,5,2,2,2,4,24,"laptop",0,"college",1,"English",0,0
"399592be-b15a-4ab2-bd28-0a210fefea30",0,"1-2",6,2,4,3,5,NA,6,6,7,7,7,6,2,1,2,2,24,"laptop",0,"graduate school",2,"English",1,0
"399592be-b15a-4ab2-bd28-0a210fefea30",1,"1-1",7,1,5,1,6,1,7,6,6,7,7,7,1,1,1,1,24,"laptop",0,"graduate school",2,"English",1,0
"3b9eb1ad-94e8-4ece-9e83-bdaec18ce17d",0,"3-1",3,6,5,2,1,7,2,2,1,1,1,1,3,1,1,2,17,"smartphone",0,"high school",0,"English",0,0
"3b9eb1ad-94e8-4ece-9e83-bdaec18ce17d",1,"3-2",7,2,7,4,6,1,6,3,4,7,7,7,2,3,2,6,17,"smartphone",0,"high school",0,"English",0,0
"410395ad-1f39-4a21-93e9-298afee5d7e1",0,"3-1",7,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,45,"smartphone",0,"PhD",1,"English",0,0
"410395ad-1f39-4a21-93e9-298afee5d7e1",1,"3-2",7,4,1,1,6,1,4,4,4,4,4,4,4,4,4,4,45,"smartphone",0,"PhD",1,"English",0,0
"417336ae-daf7-42ca-ae3d-7ebc05e0c43f",1,"3-2",6,3,6,5,5,5,5,4,5,5,5,4,5,4,5,4,22,"laptop",0,"college",1,"Dutch",0,0
"417336ae-daf7-42ca-ae3d-7ebc05e0c43f",0,"3-1",6,5,5,5,2,7,2,3,2,2,5,5,5,3,5,4,22,"laptop",0,"college",1,"Dutch",0,0
"41f5530d-ed72-4608-a119-a71dd31aaec0",0,"1-1",5,1,2,1,6,1,6,6,6,6,7,5,2,4,5,5,35,"tablet",0,"postdoctoral",0,"French",0,0
"41f5530d-ed72-4608-a119-a71dd31aaec0",1,"1-2",5,2,3,2,3,2,5,5,5,5,6,4,3,3,3,4,35,"tablet",0,"postdoctoral",0,"French",0,0
"422c02a2-c457-4a5a-83be-bc1fb038be39",1,"3-1",6,1,5,1,6,3,7,6,5,7,6,NA,3,2,3,4,22,"laptop",0,"high school",0,"English",0,0
"422c02a2-c457-4a5a-83be-bc1fb038be39",0,"3-2",4,6,2,3,4,5,2,3,2,2,1,1,4,5,4,2,22,"laptop",0,"high school",0,"English",0,0
"433026dd-691b-4cc9-84a9-07dbfdd8a56b",0,"3-2",1,1,3,5,5,1,7,1,3,2,2,1,6,1,1,4,44,"laptop",NA,"college",0,"English",0,NA
"433026dd-691b-4cc9-84a9-07dbfdd8a56b",1,"3-1",7,3,2,1,7,1,7,6,6,6,6,6,1,1,1,1,44,"laptop",NA,"college",0,"English",0,NA
"43bf127a-e9f8-4553-8ed9-5bd8a1da3ac0",0,"2-1",3,5,4,2,3,2,2,4,4,4,4,2,3,2,1,4,18,"laptop",0,"high school",1,"English",0,0
"43bf127a-e9f8-4553-8ed9-5bd8a1da3ac0",1,"2-2",5,2,5,2,5,1,5,5,5,5,5,2,2,3,1,4,18,"laptop",0,"high school",1,"English",0,0
"44593a98-060d-47ea-9a57-97e0c70027d0",0,"1-2",6,1,4,3,5,1,7,7,7,7,7,7,3,3,3,5,20,"laptop",0,"college",0,"English",0,0
"44593a98-060d-47ea-9a57-97e0c70027d0",1,"1-1",6,1,3,1,5,1,7,4,5,7,7,7,2,5,2,2,20,"laptop",0,"college",0,"English",0,0
"44b8d650-35e1-4d6e-aae1-7dd401b3b872",0,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44b8d6dc-2654-4d3e-8ae8-d34908f2fe54",0,"3-1",6,6,4,2,5,6,2,1,1,2,1,4,2,1,4,1,49,"laptop",0,"college",1,"English",0,0
"44b8d6dc-2654-4d3e-8ae8-d34908f2fe54",1,"3-2",6,2,4,1,6,1,6,2,3,4,4,4,1,1,2,2,49,"laptop",0,"college",1,"English",0,0
"44e64898-8cc7-4234-86f8-f68036f35eac",0,"2-2",2,5,4,5,2,4,2,4,4,4,3,3,3,3,3,3,20,"laptop",0,"high school",0,"English",0,0
"44e64898-8cc7-4234-86f8-f68036f35eac",1,"2-1",2,4,2,6,3,1,4,5,5,4,5,4,4,4,4,4,20,"laptop",0,"high school",0,"English",0,0
"45b56b87-c43f-4c6f-baae-661bbb6e40c7",0,"2-1",4,3,4,3,5,2,5,3,3,5,5,3,3,3,3,3,18,"laptop",0,"high school",0,"Swedish",0,0
"45b56b87-c43f-4c6f-baae-661bbb6e40c7",1,"2-2",5,1,3,3,6,1,7,7,7,7,7,4,2,2,2,4,18,"laptop",0,"high school",0,"Swedish",0,0
"45d0a062-50e4-4bce-b410-65ce05905a22",1,"1-2",4,2,5,3,3,1,6,6,6,6,5,4,4,3,4,3,15,"laptop",0,"high school",0,"Turkish",0,0
"45d0a062-50e4-4bce-b410-65ce05905a22",0,"1-1",6,6,6,6,6,5,4,5,4,3,4,5,5,4,4,4,15,"laptop",0,"high school",0,"Turkish",0,0
"45e73d9d-cc89-4ee6-a6e2-ab4582ed166d",0,"3-2",6,3,5,3,6,6,5,4,5,6,6,3,2,2,1,2,33,"tablet",2,"college",2,"English",0,1
"45e73d9d-cc89-4ee6-a6e2-ab4582ed166d",1,"3-1",6,5,2,5,6,1,6,2,4,6,6,2,2,2,2,2,33,"tablet",2,"college",2,"English",0,1
"45fb1767-91e9-4d69-83f1-3c781425982a",0,"2-1",7,4,3,1,4,4,7,6,6,6,2,3,6,6,4,4,34,"laptop",0,"college",1,"Other",0,0
"45fb1767-91e9-4d69-83f1-3c781425982a",1,"2-2",7,1,6,2,5,1,7,7,7,7,7,7,7,6,6,7,34,"laptop",0,"college",1,"Other",0,0
"4658ea30-8a5e-4e6b-8d67-2fce1d6f7ef1",0,"2-1",6,2,1,3,5,1,6,5,6,6,6,3,3,2,2,2,18,"desktop",0,"high school",0,"Chinese",0,0
"4658ea30-8a5e-4e6b-8d67-2fce1d6f7ef1",1,"2-2",5,2,2,3,5,1,7,4,5,5,6,4,2,2,2,2,18,"desktop",0,"high school",0,"Chinese",0,0
"471fa2d8-87bd-4cea-8ef6-6c24af87fbc7",0,"2-2",NA,3,2,2,6,1,7,4,5,6,7,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"471fa2d8-87bd-4cea-8ef6-6c24af87fbc7",1,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475f8bb1-e661-4dea-af87-86ca2a261e7f",0,"3-2",5,NA,5,6,5,7,3,3,3,3,2,4,3,3,5,3,19,"laptop",0,"high school",1,"German",0,0
"475f8bb1-e661-4dea-af87-86ca2a261e7f",1,"3-1",6,3,5,2,6,1,6,5,6,6,6,6,3,3,3,5,19,"laptop",0,"high school",1,"German",0,0
"482de720-e72c-4225-b693-68609e6db53b",1,"2-1",7,1,5,1,7,1,7,7,7,7,7,7,5,5,2,4,30,"desktop",0,"high school",0,"English",0,0
"482de720-e72c-4225-b693-68609e6db53b",0,"2-2",7,1,7,1,7,1,7,7,7,7,7,5,2,3,3,5,30,"desktop",0,"high school",0,"English",0,0
"485838c8-c7f2-4591-a8d8-7896e1327b7d",1,"2-1",5,6,1,2,NA,1,4,1,1,5,5,3,1,1,1,5,16,"laptop",0,"college",1,"English",0,0
"485838c8-c7f2-4591-a8d8-7896e1327b7d",0,"2-2",5,4,6,2,6,1,6,4,3,7,7,7,2,2,2,6,16,"laptop",0,"college",1,"English",0,0
"49285129-0730-4c05-aa7f-eee59f439742",0,"3-1",4,4,NA,1,3,3,7,4,2,5,3,3,3,3,3,3,10,"laptop",0,"pre-high school",1,"English",0,0
"49dd7632-70f7-4146-be5a-cad4473fb75b",0,"2-2",4,3,5,1,5,1,6,4,5,5,6,1,4,1,2,1,68,"desktop",0,"graduate school",1,"English",0,0
"49dd7632-70f7-4146-be5a-cad4473fb75b",1,"2-1",3,3,3,4,4,1,3,1,4,5,5,1,3,1,1,2,68,"desktop",0,"graduate school",1,"English",0,0
"49ed1805-bfda-406e-af15-31507cb3c5ac",0,"2-1",6,1,7,1,7,1,7,6,6,7,7,7,7,4,4,4,46,"desktop",0,"college",0,"English",0,0
"49ed1805-bfda-406e-af15-31507cb3c5ac",1,"2-2",7,1,7,1,7,1,7,6,6,6,6,6,4,4,4,4,46,"desktop",0,"college",0,"English",0,0
"4a348423-fe96-4fcb-9b2d-f32161971b4d",0,"1-1",5,7,1,4,5,5,5,1,5,6,6,6,1,1,1,2,22,"laptop",0,"college",0,"German",0,0
"4a348423-fe96-4fcb-9b2d-f32161971b4d",1,"1-2",6,1,2,1,7,1,7,6,6,6,6,6,5,4,4,7,22,"laptop",0,"college",0,"German",0,0
"4aa80c95-24fc-45e5-b3c4-102653f15325",0,"2-1",5,6,2,6,5,3,4,5,5,5,5,5,5,3,3,3,38,"smartphone",2,"college",1,"English",0,1
"4aa80c95-24fc-45e5-b3c4-102653f15325",1,"2-2",6,4,5,5,5,2,3,5,6,5,5,5,2,3,3,2,38,"smartphone",2,"college",1,"English",0,1
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161",1,"1-2",7,4,4,4,7,2,7,6,6,6,6,6,6,7,7,7,21,"desktop",0,"college",1,"English",0,0
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161",0,"1-1",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21,"desktop",0,"college",1,"English",0,0
"4b19d929-d5f9-41df-a9d5-4176d450e799",0,"3-1",4,6,1,1,3,6,5,7,4,3,5,5,5,6,7,6,15,"laptop",0,"high school",1,"English",0,0
"4b19d929-d5f9-41df-a9d5-4176d450e799",1,"3-2",6,5,2,1,4,3,5,5,6,7,6,4,6,5,6,4,15,"laptop",0,"high school",1,"English",0,0
"4ba34db8-9baa-42a5-bed2-a6381f36d03e",1,"3-1",6,2,5,2,3,1,5,3,4,5,5,4,2,1,1,1,31,"smartphone",0,"graduate school",0,"English",0,0
"4ba34db8-9baa-42a5-bed2-a6381f36d03e",0,"3-2",2,4,3,5,2,4,3,2,2,3,1,2,1,1,1,1,31,"smartphone",0,"graduate school",0,"English",0,0
"4be26ab5-1d7e-44bf-bd62-0a66c914394a",0,"2-2",7,6,4,7,7,3,7,6,7,7,7,4,4,4,4,1,19,"tablet",0,"college",1,"Chinese",0,0
"4be26ab5-1d7e-44bf-bd62-0a66c914394a",1,"2-1",7,4,3,4,6,1,6,4,7,7,7,4,4,4,7,1,19,"tablet",0,"college",1,"Chinese",0,0
"4bf638b5-36b4-4b87-977c-dbb48a337da5",1,"2-1",4,2,4,2,4,1,5,3,5,6,6,6,3,3,2,5,20,"laptop",0,"high school",1,"German",0,0
"4bf638b5-36b4-4b87-977c-dbb48a337da5",0,"2-2",6,2,4,3,5,1,7,5,5,5,5,4,4,4,4,5,20,"laptop",0,"high school",1,"German",0,0
"4bf66c16-79cf-49d3-a150-110237af0243",0,"1-2",6,2,4,2,5,1,5,3,5,6,5,5,2,1,1,1,18,"desktop",0,"high school",0,"English",0,0
"4bf66c16-79cf-49d3-a150-110237af0243",1,"1-1",5,2,2,5,5,1,5,2,5,7,6,5,1,1,1,1,18,"desktop",0,"high school",0,"English",0,0
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9",1,"2-1",5,3,2,6,6,2,5,2,2,4,5,2,2,2,2,4,19,"smartphone",2,"college",1,"English",0,1
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9",0,"2-2",3,6,2,5,3,5,3,3,3,3,4,3,3,3,3,3,19,"smartphone",2,"college",1,"English",0,1
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad",1,"1-2",7,1,3,1,6,1,7,2,5,7,4,6,1,1,1,6,16,"smartphone",0,"high school",0,"English",0,0
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad",0,"1-1",5,2,1,2,6,1,6,7,7,7,7,3,3,5,3,7,16,"smartphone",0,"high school",0,"English",0,0
"4ef9a9d4-bb5b-43fe-9373-366d59dfc57a",1,"2-2",4,2,4,1,4,1,6,4,6,7,7,3,1,1,2,1,21,NA,NA,NA,2,NA,1,NA
"4f197cbb-93cc-4852-aad3-46d35f809f47",0,"3-1",4,6,5,5,3,5,3,3,3,2,3,4,3,2,4,2,0,"desktop",2,"professional school",0,"English",0,1
"4f197cbb-93cc-4852-aad3-46d35f809f47",1,"3-2",4,6,3,6,4,3,3,2,3,2,5,6,2,2,2,2,0,"desktop",2,"professional school",0,"English",0,1
"4f60135c-1cb1-4fe2-9178-b628b4c417e3",0,"2-1",6,2,1,3,4,6,5,6,6,6,6,6,4,2,2,2,21,"laptop",0,"college",1,"English",0,0
"4f60135c-1cb1-4fe2-9178-b628b4c417e3",1,"2-2",6,2,4,2,6,2,6,6,6,6,6,6,3,2,2,2,21,"laptop",0,"college",1,"English",0,0
"4f8c5f95-808c-404c-9613-d9ad53bad8c2",0,"3-2",6,2,4,5,3,5,4,3,4,4,4,3,3,3,3,3,24,"laptop",0,"college",0,"English",0,0
"4f8c5f95-808c-404c-9613-d9ad53bad8c2",1,"3-1",5,3,5,4,5,3,5,5,5,5,5,5,4,4,4,4,24,"laptop",0,"college",0,"English",0,0
"5013da82-22c7-47fd-a245-d7131d2fab50",1,"3-1",6,2,4,3,5,2,6,5,5,5,5,4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"5013da82-22c7-47fd-a245-d7131d2fab50",0,"3-2",5,5,5,5,5,7,3,1,1,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"512ef0df-48a3-4796-9919-471f50f25df1",1,"3-2",6,1,3,1,6,1,7,2,2,7,7,7,1,2,3,5,30,"smartphone",0,"graduate school",1,"English",0,0
"512ef0df-48a3-4796-9919-471f50f25df1",0,"3-1",7,4,7,1,5,4,5,7,7,5,5,3,5,4,5,7,30,"smartphone",0,"graduate school",1,"English",0,0
"52094e6b-59e3-4905-9151-73e21750879d",1,"3-2",5,6,7,7,4,2,5,6,5,4,6,6,2,1,1,4,21,"laptop",2,"college",1,"English",0,1
"52094e6b-59e3-4905-9151-73e21750879d",0,"3-1",5,5,7,6,4,7,5,6,5,5,1,4,5,6,4,4,21,"laptop",2,"college",1,"English",0,1
"525bf1c5-7405-44d8-a086-43a65dd46da2",1,"1-2",4,4,4,4,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,20,"laptop",0,"high school",1,"English",0,0
"525bf1c5-7405-44d8-a086-43a65dd46da2",0,"1-1",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"laptop",0,"high school",1,"English",0,0
"52655f97-f8e7-48eb-9269-d5ee71ad6db4",1,"3-1",6,3,7,1,7,1,7,5,7,7,7,7,4,3,1,1,39,"laptop",0,"graduate school",1,"English",0,0
"52655f97-f8e7-48eb-9269-d5ee71ad6db4",0,"3-2",7,4,7,5,7,7,4,1,1,1,1,1,3,3,3,3,39,"laptop",0,"graduate school",1,"English",0,0
"529af3c4-1f6c-4ced-ac86-165cb41a1629",0,"1-2",7,1,5,2,5,1,7,7,7,7,6,6,3,4,2,1,34,"laptop",0,"graduate school",0,"Spanish",0,0
"529af3c4-1f6c-4ced-ac86-165cb41a1629",1,"1-1",7,1,6,1,6,1,7,6,6,6,6,6,4,4,4,2,34,"laptop",0,"graduate school",0,"Spanish",0,0
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6",1,"3-2",5,2,NA,2,5,2,5,6,6,6,6,4,2,2,2,5,15,"laptop",0,"pre-high school",2,"English",0,0
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6",0,"3-1",2,7,5,3,5,7,NA,1,1,4,2,2,2,2,4,2,15,"laptop",0,"pre-high school",2,"English",0,0
"54c3e853-e07a-4b15-ab2d-691a120c3b32",1,"1-2",7,1,1,1,7,1,7,6,6,6,6,6,5,2,2,3,37,"laptop",0,"high school",1,"English",0,0
"54c3e853-e07a-4b15-ab2d-691a120c3b32",0,"1-1",4,3,2,2,3,4,5,6,6,7,6,3,4,1,2,3,37,"laptop",0,"high school",1,"English",0,0
"5507df65-d963-43c6-9e0d-a8c375c02b6c",0,"2-2",5,2,5,2,5,3,5,5,5,5,5,4,5,4,4,4,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0
"5507df65-d963-43c6-9e0d-a8c375c02b6c",1,"2-1",5,5,4,4,4,2,4,5,4,4,4,3,3,3,3,3,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43",0,"3-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,0,NA,1,NA
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43",1,"3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,0,NA,1,NA
"55ceb008-47a1-41ef-82f8-5527e474f4bb",1,"1-1",6,2,4,1,6,1,6,4,4,4,4,4,4,3,3,3,60,"laptop",0,"graduate school",1,"English",0,0
"55ceb008-47a1-41ef-82f8-5527e474f4bb",0,"1-2",6,4,3,1,4,1,4,4,4,4,4,4,4,4,4,4,60,"laptop",0,"graduate school",1,"English",0,0
"58489ac6-e6ac-479a-a4bd-f2c8e6575a10",0,"2-2",6,3,5,2,5,1,7,5,5,5,5,5,5,5,3,4,18,"laptop",0,"high school",0,"English",0,0
"58489ac6-e6ac-479a-a4bd-f2c8e6575a10",1,"2-1",6,1,6,2,6,1,5,5,5,5,5,5,5,5,2,4,18,"laptop",0,"high school",0,"English",0,0
